fund,fund_461,523614,2005-01-03
fund,fund_462,846027,2005-01-03
fund,fund_463,1394369,2005-01-03
fund,fund_464,715354,2005-01-03
fund,fund_465,769535,2005-01-03
fund,fund_466,1415052,2005-01-03
fund,fund_467,1393212,2005-01-03
fund,fund_468,662901,2005-01-03
fund,fund_469,1136794,2005-01-03
fund,fund_470,805717,2005-01-03
fund,fund_471,1446584,2005-01-03
fund,fund_472,1488369,2005-01-03
fund,fund_473,634257,2005-01-03
fund,fund_474,1202420,2005-01-03
fund,fund_475,1336453,2005-01-03
fund,fund_476,1458507,2005-01-03
fund,fund_477,894606,2005-01-03
fund,fund_478,1204126,2005-01-03
fund,fund_479,591413,2005-01-03
fund,fund_480,1257745,2005-01-03
fund,fund_481,935005,2005-01-03
fund,fund_482,1149567,2005-01-03
fund,fund_483,938138,2005-01-03
fund,fund_484,873987,2005-01-03
fund,fund_485,584148,2005-01-03
fund,fund_486,1219012,2005-01-03
fund,fund_487,1330736,2005-01-03
fund,fund_488,1299416,2005-01-03
fund,fund_489,905052,2005-01-03
fund,fund_490,1261547,2005-01-03
fund,fund_491,1453037,2005-01-03
fund,fund_492,836092,2005-01-03
fund,fund_493,1157988,2005-01-03
fund,fund_494,1019432,2005-01-03
fund,fund_495,610721,2005-01-03
fund,fund_496,1175044,2005-01-03
fund,fund_497,944125,2005-01-03
fund,fund_498,1222757,2005-01-03
fund,fund_499,1387128,2005-01-03
fund,fund_500,892535,2005-01-03
fund,fund_501,779165,2005-01-03
fund,fund_502,922316,2005-01-03
fund,fund_503,974030,2005-01-03
fund,fund_504,703312,2005-01-03
fund,fund_505,814539,2005-01-03
fund,fund_506,1270360,2005-01-03
fund,fund_507,950153,2005-01-03
fund,fund_508,1207980,2005-01-03
fund,fund_509,689355,2005-01-03
fund,fund_510,1493926,2005-01-03
fund,fund_511,550011,2005-01-03
fund,fund_512,1495254,2005-01-03
fund,fund_513,1034963,2005-01-03
fund,fund_514,1039429,2005-01-03
fund,fund_515,1311085,2005-01-03
fund,fund_516,688873,2005-01-03
fund,fund_517,686380,2005-01-03
fund,fund_518,733249,2005-01-03
fund,fund_519,991079,2005-01-03
fund,fund_520,1294828,2005-01-03
fund,fund_521,1335926,2005-01-03
fund,fund_522,765222,2005-01-03
fund,fund_523,1151529,2005-01-03
fund,fund_524,1271266,2005-01-03
fund,fund_525,564888,2005-01-03
fund,fund_526,907507,2005-01-03
fund,fund_527,874124,2005-01-03
fund,fund_528,658501,2005-01-03
fund,fund_529,1094815,2005-01-03
fund,fund_530,840426,2005-01-03
fund,fund_531,1045413,2005-01-03
fund,fund_532,928270,2005-01-03
fund,fund_533,601369,2005-01-03
fund,fund_534,844413,2005-01-03
fund,fund_535,1127751,2005-01-03
fund,fund_536,1085618,2005-01-03
fund,fund_537,988024,2005-01-03
fund,fund_538,1102376,2005-01-03
fund,fund_539,684104,2005-01-03
fund,fund_540,1254474,2005-01-03
fund,fund_541,958572,2005-01-03
fund,fund_542,511848,2005-01-03
fund,fund_543,711842,2005-01-03
fund,fund_544,1361892,2005-01-03
fund,fund_545,1033091,2005-01-03
fund,fund_546,672192,2005-01-03
fund,fund_547,1324493,2005-01-03
fund,fund_548,590504,2005-01-03
fund,fund_549,724379,2005-01-03
fund,fund_550,965620,2005-01-03
fund,fund_551,743755,2005-01-03
fund,fund_552,1086416,2005-01-03
fund,fund_553,1493187,2005-01-03
fund,fund_554,1380970,2005-01-03
fund,fund_555,1399700,2005-01-03
fund,fund_556,818996,2005-01-03
fund,fund_557,1437459,2005-01-03
fund,fund_558,1430021,2005-01-03
fund,fund_559,886976,2005-01-03
fund,fund_560,730356,2005-01-03
fund,fund_561,1256080,2005-01-03
fund,fund_562,1172888,2005-01-03
fund,fund_563,629435,2005-01-03
fund,fund_564,1334046,2005-01-03
fund,fund_565,1187311,2005-01-03
fund,fund_566,1460706,2005-01-03
fund,fund_567,539650,2005-01-03
fund,fund_568,1048913,2005-01-03
fund,fund_569,659681,2005-01-03
fund,fund_570,1198040,2005-01-03
fund,fund_571,701147,2005-01-03
fund,fund_572,987378,2005-01-03
fund,fund_573,627928,2005-01-03
fund,fund_574,1259886,2005-01-03
fund,fund_575,768356,2005-01-03
fund,fund_576,1428694,2005-01-03
fund,fund_577,706579,2005-01-03
fund,fund_578,978239,2005-01-03
fund,fund_579,1217445,2005-01-03
fund,fund_580,1039251,2005-01-03
fund,fund_581,1052563,2005-01-03
fund,fund_582,1326827,2005-01-03
fund,fund_583,1366038,2005-01-03
fund,fund_584,1048471,2005-01-03
fund,fund_585,1209614,2005-01-03
fund,fund_586,907502,2005-01-03
fund,fund_587,1252911,2005-01-03
fund,fund_588,1399153,2005-01-03
fund,fund_589,1078148,2005-01-03
fund,fund_590,635496,2005-01-03
fund,fund_591,809288,2005-01-03
fund,fund_592,1027910,2005-01-03
fund,fund_593,1190311,2005-01-03
fund,fund_594,1181943,2005-01-03
fund,fund_595,787478,2005-01-03
fund,fund_596,843760,2005-01-03
fund,fund_597,1427144,2005-01-03
fund,fund_598,689679,2005-01-03
fund,fund_599,1269855,2005-01-03
fund,fund_600,860271,2005-01-03
fund,fund_601,1173865,2005-01-03
fund,fund_602,952119,2005-01-03
fund,fund_603,935180,2005-01-03
fund,fund_604,1348174,2005-01-03
fund,fund_605,1313391,2005-01-03
fund,fund_606,1137175,2005-01-03
fund,fund_607,517483,2005-01-03
fund,fund_608,1466965,2005-01-03
fund,fund_609,688956,2005-01-03
fund,fund_610,832364,2005-01-03
fund,fund_611,1422208,2005-01-03
fund,fund_612,953986,2005-01-03
fund,fund_613,1068356,2005-01-03
fund,fund_614,1202676,2005-01-03
fund,fund_615,811548,2005-01-03
fund,fund_616,1466494,2005-01-03
fund,fund_617,655827,2005-01-03
fund,fund_618,620431,2005-01-03
fund,fund_619,1430861,2005-01-03
fund,fund_620,1459484,2005-01-03
fund,fund_621,598169,2005-01-03
fund,fund_622,1415266,2005-01-03
fund,fund_623,815778,2005-01-03
fund,fund_624,868195,2005-01-03
fund,fund_625,1441102,2005-01-03
fund,fund_626,1116510,2005-01-03
fund,fund_627,597865,2005-01-03
fund,fund_628,597658,2005-01-03
fund,fund_629,1195461,2005-01-03
fund,fund_630,734595,2005-01-03
fund,fund_631,1371757,2005-01-03
fund,fund_632,847959,2005-01-03
fund,fund_633,1423908,2005-01-03
fund,fund_634,1333023,2005-01-03
fund,fund_635,865295,2005-01-03
fund,fund_636,982898,2005-01-03
fund,fund_637,1457783,2005-01-03
fund,fund_638,920102,2005-01-03
fund,fund_639,1157397,2005-01-03
fund,fund_640,1492411,2005-01-03
fund,fund_641,1292336,2005-01-03
fund,fund_642,745316,2005-01-03
fund,fund_643,1110037,2005-01-03
fund,fund_644,709226,2005-01-03
fund,fund_645,1005054,2005-01-03
fund,fund_646,685292,2005-01-03
fund,fund_647,877121,2005-01-03
fund,fund_648,1471247,2005-01-03
fund,fund_649,1242010,2005-01-03
fund,fund_650,1288795,2005-01-03
fund,fund_651,1367625,2005-01-03
fund,fund_652,977441,2005-01-03
fund,fund_653,1339228,2005-01-03
fund,fund_654,546711,2005-01-03
fund,fund_655,643712,2005-01-03
fund,fund_656,1357048,2005-01-03
fund,fund_657,703185,2005-01-03
fund,fund_658,582202,2005-01-03
fund,fund_659,1120783,2005-01-03
fund,fund_660,1260344,2005-01-03
fund,fund_661,512626,2005-01-03
fund,fund_662,1445060,2005-01-03
fund,fund_663,1168593,2005-01-03
fund,fund_664,842117,2005-01-03
fund,fund_665,546679,2005-01-03
fund,fund_666,1441625,2005-01-03
fund,fund_667,1143156,2005-01-03
fund,fund_668,779429,2005-01-03
fund,fund_669,560974,2005-01-03
fund,fund_670,1345605,2005-01-03
fund,fund_671,967277,2005-01-03
fund,fund_672,1137382,2005-01-03
fund,fund_673,534165,2005-01-03
fund,fund_674,1070040,2005-01-03
fund,fund_675,1410486,2005-01-03
fund,fund_676,1455677,2005-01-03
fund,fund_677,502380,2005-01-03
fund,fund_678,794844,2005-01-03
fund,fund_679,1225413,2005-01-03
fund,fund_680,601300,2005-01-03
fund,fund_681,812306,2005-01-03
fund,fund_682,756212,2005-01-03
fund,fund_683,610477,2005-01-03
fund,fund_684,790154,2005-01-03
fund,fund_685,1313479,2005-01-03
fund,fund_686,508152,2005-01-03
fund,fund_687,1403606,2005-01-03
fund,fund_688,1473600,2005-01-03
fund,fund_689,817399,2005-01-03
fund,fund_690,1133355,2005-01-03
fund,fund_691,809542,2005-01-03
fund,fund_692,786874,2005-01-03
fund,fund_693,1172411,2005-01-03
fund,fund_694,959939,2005-01-03
fund,fund_695,633976,2005-01-03
fund,fund_696,1274701,2005-01-03
fund,fund_697,1070808,2005-01-03
fund,fund_698,615317,2005-01-03
fund,fund_699,1291388,2005-01-03
fund,fund_700,737110,2005-01-03
fund,fund_701,764568,2005-01-03
fund,fund_702,1201139,2005-01-03
fund,fund_703,789787,2005-01-03
fund,fund_704,1093576,2005-01-03
fund,fund_705,1285365,2005-01-03
fund,fund_706,1128810,2005-01-03
fund,fund_707,723909,2005-01-03
fund,fund_708,823615,2005-01-03
fund,fund_709,1159139,2005-01-03
fund,fund_710,1062210,2005-01-03
fund,fund_711,758866,2005-01-03
fund,fund_712,948098,2005-01-03
fund,fund_713,845568,2005-01-03
fund,fund_714,607992,2005-01-03
fund,fund_715,1320313,2005-01-03
fund,fund_716,762552,2005-01-03
fund,fund_717,1310690,2005-01-03
fund,fund_718,1048293,2005-01-03
fund,fund_719,1342114,2005-01-03
fund,fund_720,687540,2005-01-03
fund,fund_721,678590,2005-01-03
fund,fund_722,1423114,2005-01-03
fund,fund_723,649379,2005-01-03
fund,fund_724,1280305,2005-01-03
fund,fund_725,932021,2005-01-03
fund,fund_726,841049,2005-01-03
fund,fund_727,1290641,2005-01-03
fund,fund_728,858185,2005-01-03
fund,fund_729,851037,2005-01-03
fund,fund_730,1402620,2005-01-03
fund,fund_731,1342262,2005-01-03
fund,fund_732,885191,2005-01-03
fund,fund_733,953788,2005-01-03
fund,fund_734,952038,2005-01-03
fund,fund_735,1316483,2005-01-03
fund,fund_736,538498,2005-01-03
fund,fund_737,589106,2005-01-03
fund,fund_738,1422616,2005-01-03
fund,fund_739,964065,2005-01-03
fund,fund_740,830941,2005-01-03
fund,fund_741,1137040,2005-01-03
fund,fund_742,1297889,2005-01-03
fund,fund_743,596815,2005-01-03
fund,fund_744,671919,2005-01-03
fund,fund_745,803943,2005-01-03
fund,fund_746,1186747,2005-01-03
fund,fund_747,1046481,2005-01-03
fund,fund_748,1296263,2005-01-03
fund,fund_749,1173690,2005-01-03
fund,fund_750,912444,2005-01-03
fund,fund_751,680806,2005-01-03
fund,fund_752,1492324,2005-01-03
fund,fund_753,507175,2005-01-03
fund,fund_754,1231021,2005-01-03
fund,fund_755,1157272,2005-01-03
fund,fund_756,598804,2005-01-03
fund,fund_757,1163914,2005-01-03
